uuid,paragraphs
fa7c4e97-d5d2-4ee8-9933-4fe31edf170b,"लरिका पैदा भये के बाद दसयें दिन निकासन अउर बरहें दिन लरिका कय बरही हो थय । बरही मा भोज वही ब्रम्हभॊज के नाम से रहा थय प्रीतिभोज भी बोला जाय सका थय वोहका। भोज मा खाना अपने हिसाब से अपने शौक के हिसाब से बनावा जा थय। बरा,फ़ुल्लौरी,दाल,चावल,पूडी-सब्जी,रोटी जौन भी बनाय सका सब बनावा जा थय विधि-विधान कच्चा भोजनकय यूज हो थय । कच्चा भोजन बना थय सबका खावावा जा थय। जौन होय सकय कुछ ब्राहमण का भॊजन करावा जा थय अव पूरे परिवार का भोजन करावा जा थय। इहै विधि-विधान अहय ।"
5b391298-256c-4337-83ad-97af6271363b,"जनम अउर नामकरन के समय लरिका कय बाप या लरिका कय आजा दुई मा से एक जने पूरा खर्चा उठावा थें वोनही बेचारे पूरी व्यवस्था देखा थें । व्यवस्था मा कुछ हेल्प करय के बरे या सहायता करय के बरे उनकय चाचा-दादा उनकय परिवार रहा थें अउर बाकी खर्चा उनकय बाप,लरिका कय बाप या लरिका कय पि आजा दुई जने मा से एक जने खर्चा उठावा थें ।"
84537e7c-9358-40f2-9b74-36dd8e5f5395,जनम अउर नामकरन कय सम्बन्धित लगभग हम सब बताइन देहे अही वोहमा इहय कुछ विशेष बरही वगैरह कीन जात है ऊ अपने शौक के हिसाब से कीन जात है। निकासन करवावा जा थय वोहके फिले छठ्ठी हो थय छठ्ठिव के पहिले जौन चमारिन द्वारा साफ़-सफ़ाई अउर घर शुद्धिकरण भी करावा जा थय छठयें दिन अउर यही सब विशेष रसमि अहय अउर कोनव विशेष व्योरा नही अहय ।
7612568a-7e8a-4886-aff9-92c7df7ee99c,हाँ! हमरे समाज मा लडका-लडकी मिला थीं उनकय मिलन करावा जा थय। दुई जने आपस मा बात-चीत करा थीं बात-चीत करत मा जौन जेहसे होय सकत है जानकारी ले थें अउर महतारी-बाप से मिलन करावा जा थय अउर बिल्कुल मिला मिली हो थय ।
a11e57c2-ba4f-4190-be83-57b636134323,"हमरे समाज मा लडका खोजय कय विधी इहय अहय कि जैसे अपने पर-परिवार,नात-रिश्तेदार का सहेज के लरिका ढुंढा जा थय। अपनेन बिरादरी मा हेरा जा थय। केहू विशेष हेरा नही जात । सही ब्राह्मण आ सही जाति देख के सब कुछ देखा जा थय यही विधी अहय ।"
a6065bdf-9925-4514-8ff4-f1489689786d,लडका-लडकी खोजय कय जिम्मेदारी सबसे जादा बाप कय रहा थय बाप के बाद आजा कय रहा थय अउर आजउ नही रहते तव उनकय भाय अगर अहयं तौ भाय देखिहैं । लगभग-लगभग बाप या लडका- लडकी के आजा यइ दू जने खास रहा थीं ।
33943731-e2f3-41d9-8a82-04bd459b6997,"हमरे समाज मा शादी से सम्बन्धित सबसे पहिले गोदभराई हुअय,वोहके बाद वरीक्षा हुअय। वरीक्षा के बाद तिलक हुआ थय तिलकोत्सव जेहका बोला थीं वोहके बाद बियाह हो थय बियाह भये के बाद गवन,गवन के बाद थवन ,थवन के बाद पठौनी इहय सब प्राविधान अहय ।"
c2e2b150-ee8e-40f2-8229-37febbfa2fd4,"सामान्यत: सब अपने -अपने घरे मा अउर बियाह कय समय जौन हुआ थय ऊ लगभग महीना के शुरुआत मा फ़रवरी, मार्च, अप्रैल फ़िर वोहके बाद जून,जुलाई,अगस्त,वोहके बाद अक्टूबर,नवम्बर,दिसम्बर,यही सब मा बियाह होत है । बियाहे के पहिले जौन अहय सबसे पहिले गोदभराई होये जेहमा लडका-लडकी से सम्बन्धित मेल-जोल होये वोहके बाद बरीक्षा होये वोहके बाद घर परिवार मुलाकात हुआ थीं वोहके बाद तिलक होये तिलक मा सर-समाज लडका पक्ष कय लडकी पक्ष कय मुलाकात हो थय सब मिलत जुला थे वोहके बाद बियाह हो थय बियाह भय के बाद गवन हो थय । गौने मा लडकी पहिले बार ससुरे जा थय फ़िर थवन हो थय थवन मा लडकी दूसरी बार ससुरे जा थय वोहके बाद पठौनी फ़िर पठौनी का होत है कि लडकी सबसे पहिले अपने घरे आवा थय । इहय सब रसम हुआ थय ।"
f3a4f289-0ab6-4a4f-b7ed-a2b4dc8054e3,"बियाहे के रसम मा सबसे पहिले मायन,मायन के बाद बियाह,बियाह के बाद गवन फ़िर थवन इहय सब निशिचत हुआ थय इ पंडित द्वारा निश्चित कीन जा थय सबकय समय निर्धारित हुआ थय । बियाहे के रसम मा घर-परिवार,भाय बहिन,चाचा-चाची पूरा नात-रिश्तेदार न्योता जा थीं ।"
cc6197d2-0b49-4fc3-bd5d-3367d70760a2,"बियाहे के रसम मा अक्सर पूरब दिशा मुख्य मानी जा थय अव सबहीं जगह पूरबय का मुँह कयके सबका बैठावा जा थय । बियाहे कय रसम तीन प्रकार कय हुआ थय एक हो थय लव-मैरिज,एक हो थय अरेंज-मैरिज यही सब बिधि हो थीं जौन एक हो थय कोर्ट मैरिज,कोर्ट मा कीन जात है अरेंज मैरिज जौन हो थय घर परिवार वाले बियाह करा थीं लव-मैरिज हुआ थय जौन की अपने आप आपस मा लडका-लडकी अपुनय बियाह कय लिया थीं ।"
b7d752f0-7bbd-4079-9fae-1eb7e56bda7e,"बियाहे मा जौन अहय बहुत सामान यूज हो थय जैसे लडकी के बरे बेड,बक्सा,आलमारी,फ़्रीज,कूलर अउर गृहस्थी सम्बन्धी समस्त काम हो थें लडका कये मा पूरा नात-रिश्तेदार कय पूरी खाय-पियय कय व्यवस्था सब कुछ लागा थय । बहुत सारे सामान अहय सब येहमा गिनावा नही जाय सकत लेकिन ई अहय कि जरुरी-जरुरी मा जैसे बाँस,सरपत,कुश आदि-आदि सामान लागा थय ।"
a912df69-c104-427d-ba14-55a3fd005251,"बियाह कय रसम लडका-लडकी,महतारी-बाप अव पंडित जी द्वारा कीन जा थय । बियाह के पहिले तिलकोत्सव कय प्रोग्राम कीन जा थय जेहमा सर-समाज आदि खवावा,पियावा जा थय। वोहके बाद बियाहे के बाद प्रीतभोज कय प्राबिधन अहय जेहकय मन कहा थय प्रीतभोज करावा थय। प्रीतभोज मा अपने मनचाहा भोजन करावा जा थय जैसे पूडी-सब्जी,दाल-चावल,बरा-फ़ुल्लौरी आदि-आदि ।"
557dfca3-b14c-4d25-9780-3112e00ce82e,"बियाहे के रसम मा महतारी बाप मेन व्यवस्था करा थीं अउर वोहकय खर्चा बाप-आजा,भाय भयवाद सब उठावा थीं । बियाहे मा गाँव-जेवार,घर-समाज,सबका न्योता हकारी दीन जा थय सबका एकट्ठा कीन जा थय। सब समाज के सामने बियाह कीन जा थय ताकी जानकारी रहय वोहमा कोनव चोरी छुप्पा नही रहतय य़ही तरह व्यवस्था रहा थय ।"
1c863d33-df69-45bb-ad99-68ead2236540,"हमरे समाज मा मृत्यु से सम्बन्धित जैसे श्राद्ध,बेकरवा,तेरही,बरखी आदि सम्बन्धित अहय । सामान्यत: जैसे मृत्यु कय रसम जौनी अहयं आमे के पेडे के नीचे बगिया मा धरती पय कीन जात है । मृत्यु से सम्बन्धित मृत्यु भये के बाद पहिले जलावय वाली प्रकिया केहू-केहू अपने घरे-दुआरे करा थय,केहू बगिया-बहोरखा मा करा थय। केहू अहय गंगा के किनारे लय जाय के करा थय वोहके बाद श्राद्ध हो थय श्राद्ध भये के बाद तेरही हो थय,तेरही के बाद बरखी हो थय ।"
c30458c9-9569-4706-8e5d-4e58d7828115,मृत्यु के रसम मा अपने-अपने मान ब्राह्मण का न्योता जा थय आरी बगल कय जर-जेंवार समाज खवावा पियावा जा थय । मृत्यु के समय मा मनई आपन मुँह दक्षिण दिशा मा कयके बैठा थीं अउर दक्षिणय दिशा मा मृत्यु के समय मा विशेष होत है ।
39bbf54c-0bfd-483c-b2c7-92fd21f8c7e9,"मृत्यु के रसम मा मनई अपने हिसाब से विधि बनाई जा थय जैसे मन कहय तैसे निपटाय लियय जेहकय जस भक्ति रहा थय उ वैसेय करा थय। केहू कम मा कय दे थय केहू जादा मा कय दे थय अपने-अपने हिसाब से कर थय केहू तेरही,बरखी अहय एकय मा कय दे थें अव केहू अहय तेरही अलग करा थय वोहके एक साल बाद बरखी करा थय । सब अपने-अपने सिस्टम से निपटावा जा थय ।"
361a2a61-55bd-4cc8-baa6-a08460337efe,"मृत्यु के रसम मा सामान मा बहुत सामान अहय जैसे हन जोन अहय गगरी, कुज्जा,हण्डिया,घण्ट बाँधय के बरे अउर कफ़न सम्बन्धी केराना सम्बन्धी सब सामान आवा थें सबकय अलग-अलग यूज अहय । मृत्यु कय रसम अगर लरिका मरा है तव वोहकय बाप करे नही बाप मरा है तव वोहकय लरिका करे अगर ऊ लरिका नही ना वोहकय नाती करे जे व्यक्ति विशेष उनकय उपाधि पावय के बरे रहा थे जे उनकय कर्ता-धर्ता रहा थें उनही करा थें ।"
16e56cfa-921d-4676-b0ab-f23b3019e435,मृत्यु के रसम मा मृत्यु भये के बाद सबसे पहिले श्राद्ध कय भोज हो थय जौन अपने आरी बगल घर परिवार का खवावा पियावा जा थय वोहके बाद तेरही हो थय जेहमा समाज कय भोज करावा जा थय दुई भोज करावा जा थय वोहके बाद एक साल बाद बरखी कराई जा थय उहव एक प्रकार कय भोजय आय ।
689316a5-48e8-49c1-a165-6ca841a54739,"मृत्यु के रसम कय खर्चा जे जिम्मेदार व्यक्ति घरे मा रहा थय उहय उठावा थय वही आपन व्यवस्था देखा थय व्यव्स्था मा घर-परिवार सब रहा थे । त्यु के सम्बन्धी मा विशेष व्योरा यही अहय की मृत्यु के पहले दर-दवाई होते हुये मृत्यु अगर होय गय वोहके बाद उनका अग्नि कर्म करके जो है जौन जैसे होय जा थय वोहके बाद श्राद्ध कराई जा थय बार बना थय घर-परिवार कय श्राद्ध भय श्राद्ध भये के बाद तेरही भय,तेरही के बाद बरखी हो थय बरखी मा भोज करावा जा थय इअहय सब निपटाय के उनका स्वर्गलोक पहुँचावा जा थय उनके जीव का ।"
ef506a30-dc5c-4204-b643-6149f920a3e3,"हमरे समाज मा जब लरिका पैदा होत हैं तौ उनका लगभग दस दिन तक एक निश्चित कमरा मा रखा जात है वह कमरा मा केहू बाहरी आदमी आय -जाय नही सकत जब एक ग्यारहवें दिन उनका निकारा जात है तौ वोहका निष्कासन या निकासन प्रकिया कहा जात है ,अउर वोहमा पंडित जी आवा थें नाम बिचारा थीं एकग्यारहवे दिन नामकरन कीन जात है लगभग अउर नामकरन हमरे सोलहवें संस्कार मा पाँचवा संस्कार होत है । यहि दिन पंडित जी लरिका के जनम कय समय अउर दिन देख के राशी कय नाम रखा थें अउर लगभग सब राशी कय नाम जौन होत है वोहकय पहिला अक्षर जौन होत है वही के नाम से बोलावय वाला नाम रखा थीं तौ जादा बढिया रहा थय यही बरे कि राशी कय नाम हमरे समाज मा बार बार नही लीन जात,ऊ गुप्त नाम होत है वोहका लगभग लरिका कय मम्मी -पापा सिर्फ़ जाना थीं अउर वोहका केहू का बतावा नही जात । यहि बरे दुइ नाम रखय का पडा थय ।"
33755420-2a90-48af-99d6-d309e452503d,"जादातर जनम कय रसम अउर नामकरन कय रसम सब घरेन पय होत है जैसे कि हम जानी थे कि नाम कय जौन रसम होत है ऊ पाँचवा संस्कार मा आवा थै तौ वोहमा लरिका का शहद चटाय के सूरज कय दर्शन करावा थें जैसे की हमरे धरम मा सूरज कय बहुत जादा प्रभाव अहय बहुत जादा महत्व अहय अउर सूरज का चमकदार अउर यशस्वी माना जात है य़ही बरे लरिका का देखावा जात है कि हमार लरिका सुरज की तरह चमकदार होय ,यशस्वी होय ,चिरंजीवी होय ,जादा दिन तक जियय,तौ वोकरे बरे लरिका का घरे से बाहर लई जाय का परत है । बाकी जनम कय सारा रसम घरे के आँगन मा हुआ थै । पंडित जी का बोलाय के होम,हवन,अगियार ई सब कयके दस दिन के बाद शूतक खतम कीन जात है ।"
e14b26f2-f2c0-4242-9806-72d11d720405,"जब लरिका पैदा होत है तौ बहुत संवेदनशील होत है यही बरे वोहका लगभग दस दिन तक एक निश्चित स्थान ,एक निश्चित कमरा मा रक्खा जात है ताकी वोहका बाहर कय आवाज बाहर कय हवा ना लग पावय अउर ई सब जब खतम होत है तौ लगभग वह समय का सूतक कहा थीं कि वह दिन तक सब कुछ पवित्र नाय रहत । जब एक ग्यारहवें दिन लरिका का बाहर निकाला जात है तौ वोहका पवित्र करय वाली रसम कीन जात है । सब कुछ अच्छे से साफ़-सफ़ाई कयके पंडित जी से पूजा करवावा जात है ,हवन करवावा जात है पुरा घर शुद्ध होत है अउर वही दिन वोहकय नामकरन कीन जात है जैसे की हम जानी थे की लरिका कय दुई ठी नाम रक्खा जात है । एक ठी पंडित जी  बिचारा थीं लरिका कब पैदा भा रहन कौने नक्षत्र मा पैदा भा रहन कौने महिना मा पैदा भा कौने समय पैदा भा तौ वोकरे हिसाब से एक राशी कय नाम रक्खा जात है अउर वही राशी के नाम से सम्बन्धित लगभग लोग बोलावय वाला नाम रक्खा थें अउर येहका सोच-समझ के रक्खा थें की लरिका कय जौन नाम रखब ऊ केतना प्रभावी रहे लरिका के ऊपर । यह बरे की हमरे धरम मा कहा जात है की नाम कय बहुत असर होत है । अउर य़ही बरे लरिका के नामकरन के दिन सूरज कय दर्शन करावा जात है यही बरे की लरिका सूरज की तरह चमकदार होय चिरंजीवी होय ।"
c4b56283-973d-4a9f-ba93-1f7eb9050e1e,जब लरिका पैदा होत है तौ कुछ दिन तक शूतक चला थय सामान्य मा लगभग दस दिन तक चला थय अगर लरिका मूरे मा भा है तौ लगभग सत्ताइस दिन चला थय । तौ एकरे बाद जब लरिका बाहर निकाला जात है जौ उनकय पंडित जी बतावा थीं कि ग्यारहवें दिन लरिका कय नामकरन वाला संस्कार होये । अव कतव -कतव लगभग सौ दिन पूरा भये के बाद या एक साल पुरा भये के बाद नामकरन कय बिधी प्रचलिती अहय ।
e602d08e-0582-49c3-a7cb-751c2281f979,"नामकरन मा बहुत बडा प्रोग्राम नही कीन जात ,येहमा लगभग गाँव वाले ,रिश्तेदार अउर बहुत-बहुत खास-खास रिश्तेदार जौन बहुत जरुरी अहय जैसे लरिका कय बुआ होय गईं,फ़ुफ़्फ़ा होय गयें मामा होय गये यय सब बहुत जरुरी रहा थीं न्योता करय मा ।"
3fd9ee1b-724c-425e-870c-1eb2c64f028e,जैसे की बैठय के बरे कोनव खास दिशा निर्धारित नही कीन गय बा लेकिन हमरे धरम मा दक्षिण के दिशा मा मुँह कयके खाय बैठब मनाही अहय अउर सब दिशा चलत है  लेकिन दक्षिन के दिशा मा मुहँ कय के नही खाय सकत अउ जादा से जादा आदमी पूरब के दिशा का जादा महत्व दे थें ।
c9722753-0aa5-46fc-8f9d-1cebb641ebef,जौने दिन नामकरन कय रसम होत है वह दिन सारे रिश्तेदारन का बोलाय के एक विधी-विधान से पंडित जी का बोलाय के हवन पूजा करवावा जात है जेथा से पूरा घर शुद्ध होत है फ़िर वोकरे बाद पंडित जी लरिका कय नाम बिचारा थीं पत्रा मा अपने देख के कि कब उनकय जनम भा रहन कौने समय भा रहन कौने नक्षत्र मा भा रहन य़ही सब देख के उनकय नाम रक्खा जात है वोकरे बाद वही के नाम से राशी के पहिले वाले नाम से उनकय बोलावय वाला नाम रक्खा जात है वह लरिका का शहद चटाय के फ़िर वोकरे बाद बाहर लै जावा जात है वोकरे बाद सउरज कय दर्शन करावा जात है ।
70365aff-c0aa-47fa-95f6-2a4a5b2ea383,"जैसे की हिन्दु धरम के कर्म-काण्ड मा बहुत सामान लागत है । जौने दिन नामकरन कय रसम होत है वह दिन लरका का नहवाय-धोवाय के बढिया नवा कपडा पहनाय के ,काजर लगाय के तव बाहर निकाला जात है । फ़िर पड़ित जी जौन होम करा थीं वोहमा बहुत सामान लागत है जैसे की वोहमा आमें कय लकडी लागत है जौ अउर उसमे गुर मिलावा जात है येहकय होम तैयार कीन जात है वही से वय हवन कीन जात है फ़िर पूजा मा पान लागत है सुपारी लागत है फ़ूल लागत है यही तरह कय बहुत चीज लागत है ।"
840358bc-68c2-4270-99c5-4f52e09fc833,जब लरिका कय नामकरन होत है तौ पंडित जी वोहक्य राशी कय नाम बतावा थीं तौ लरिका कय चहय बाप होय चहय बाबा होय जे घरे मा बूढ बुजुर्ग होय वही से आदमी वोहकय नामकरन करावा थय । हमरे समाज मा जनम अउर नामकरन कय रसम पंडित जी करा थी ।
0fa5aed5-36b0-43b5-8963-b23cfc304ffd,"नामकरन के बाद भोज होत है । भोज मा लगभग पूडी बनवावा थे सब ,सब्जी बनवावा थे सब ,खीर बनवावा थे मिठाई बनवावा थे इहय सब भोज बनवावा जात है जेहमा सबका का बैठाय के खवावा जात है । जनम अउर नामकरन के रसम का जेकरे घरे लरिका पैदा होत है उहय वोहकय सारी खर्चा उठावय सारा व्यवस्था करा थय ।"
92fd5fba-829e-4757-b039-80f4dc82e0e4,जैसे की आज के एक्काइस साल पहिले  लडका-लडकी शादी से पहिले नही मिल पावत रहे । लेकिन आज के समाज मा लडका-लडकी शादी से पहिले मिल ले थें । हमरे हियाँ लडिका खोजय के बरे लडकी कय बाप-भाय सब जा थे केहू से पता करा थें कौनव सोर्स सम्बन्ध लगावा थें कि कतव कोनव लडिका बतावा शादी करय के बरे तौ जब ऊ बतावा थय तौ वही का साथे लयके जा थें लडिका देखय अपने लडकी के बरे ।
4a54779c-6789-46c5-b4ca-1f5f9d3bcd6a,लडका-लडकी खोजय कय जिम्मेदारी लगभग लडका-लडकी के बाप के ऊपर होत है । अब ऊ या तौ अपने बेटवा का देत है खोजय के बरे जिम्मेदारी या फ़िर अपने रिश्तेदार का । हमरे समाज शादी के लिये सबसे पहली रसम वरिक्षा होत है जेहका रोका कहा जात है वोकरे बाद तिलक होत है फ़िर तिलक के बाद वियाह होत है ।
9000628b-bffc-4304-b5d1-546e46e51d25,"हिन्दू धरम मा बियाह के रसम कुछ रसम लरिका के घरे होत है बाकी जौन मुख्यबियाह कय रसम होत है ऊ लडकी के घरे उहव रात मा होत है । आज तव समाज मा बियाह से सम्बन्धित ढेर रसम होय गय अहयं । जैसे की आज इंगेजमेण्ट वाली रसम होत है जेहमा लडका-लडकी एक दुसरे का अंगूठी पहिनावा थीं वोकरे बाद रोका होत है फ़िर वोकरे बाद अउर पहिले तव लरिका कय यग्य़ोपवीत बहुत पहिले होय जात रहन लेकिन आज कल बियाहे के समय होत है जेहका 'मायन' कहा थें वही मा लडका काशी पढय जात है ,काशी पढय जात है तौ वोहका लरिका कय मामा फ़ुफ़्फ़ा केहु-केहू रोका थय की बेटवा काशी पढय ना जा अब बियाह कय लेया। फ़िर वोकरे बाद लरिका कय तिलक होत है फ़िर वोकरे बाद लरिका कय बिआह होत है अउर बियाहे मा सात फ़ेरा होत है सातव फ़ेरा कय अलग-अलग सात वचन होत है जेहका पंडित जी सुनावा थें बतावा थें की लडिका अव लड्की का इहय निभावय का अहय पूरी ऊमर अउर साथे रहय का अहय ।"
4cf1732e-684d-408e-baa3-b5d08ba776b2,बियाह कय रसम अउर समय दुनव पंडित जी निर्धारित करा थीं जे अपने पत्रा मा खोज के शुभ मुहुरत निकारा थें वही दिन बियाहे कय जेतनी रसम हों थीं सब हों थीं पंडित जी बतावा थीं कौने दिन बियाह होये ।
a89a09ef-41ed-40ba-9a25-dbf803780e94,"बियाह के रसम मा लगभग सबय न्योता जा थें । हेतुवा,व्यवहारिक नाँत-बात,गाँव वाले ,पडोस वाले,दोस्त यार,इनकय सबकय न्योता कीन जात है । बियाह के रसम मा मनई के बैठय के बरे कोनव मुख्य दिशा नाही बाटय,खाली दुल्हा अउर दुलहिन का कुछ निर्धारित दिशा मा मुँह कय के बैठय का परत है रसम के अनुसार ।"
aef4731d-70dc-4665-89f8-080d6b881c1d,हर क्षेत्र मा बियाह के रसम मा कुछ ना कुछ अन्तर बाटय जैसे की कुछ जगह जयमाल बहुत प्रचलित बाटय जौन की लडका-लडकी का माला पहिनाय के फ़ूले कय माला पहनाय के बिवाह सम्पन्न होत है फ़िर वोकरे बाद सात फ़ेरा लीन जात है अव फ़िर वोहमा लडका सिन्दूर भरा थें लडकी के माँग मा तव बिवाह सम्पन्न माना जात है ।
82f39523-5756-4ca1-bf97-bb8f68e83c87,जैसे की वियाह के रसम के अनुसार अलग-अलग समान लागा थय जैसे की मायन के बरे एक ठी माडव तैयार कीन जात है जेहमा चारों कोने पय एक एक ठी बाँस गडा थय अव एक ठी बीचे मा बाँस गडा थय । जौन बाँस बीचे मा गडा थय वोहमा एक ठीआमे कय पल्लव बीचे मा गडा थय । अउर वह माडव मा धेर सारी रसम होत है फ़िर जब हलदी कय रसम होत है तौ वोहमा हलदी लगावा जात है । मेहंदी कय रसम होत है तौ वोहमा मेंहदी कय जरुरत होत है । अव जब सात फ़ेरा लीन जात है तव वोहमा होम अगियार होत है अउर एक अग्नि होत है अग्नि के चारों तरफ़ सब चक्कर लगाय के सातव बचन पूरा करा थें सात फ़ेरा जेहका कहा थें ।
339fcc48-242e-4f3e-acad-5c9f99cda25d,बियाह के रसम मा तव मुख्य काम पंडित जी कय रहा थय लेकिन लेकिन जौन जौन रसम रहत है वोहमा बहुत जने कय जरुरत पडा थय जैसे कन्यादान मा बाप कय जरुरत पडा थय अउर बहिन के भाय कय जरुरत पडा थय अउर जब सात फ़ेरा होय लागा थय तव लडकी के भाय कय जरुरत पडा थय फ़िर यही तरह बियाह के रसम मा खाली एक जने कय जरुरत नही पडत वोहमा कऊ जने कय जरुरत पडा थय ।
3d426602-dff2-4595-969f-a518b0de411d,"जैसे की हमरे समाज मा भोज बहुत प्रचलित अहय तव बियाहे से पहिले बियाहे के दिन बियाहे के बाद तक भोज होत है भोज मा विभिन्न प्रकार कय खाना बनत है बियाहे के पहिले वाले भोज मा कच्चा खाना बनत है जेहका कहा थीं हमरे खियाँ दाल, चावल,बरा बुन्दिया, ई सब बनत है बियाहे के दिन पक्का खाना बनत है जेहमा पूडी सब्जी,पुलाव ,खीर,मिठाइयाँ सब कुछ बनत है ।"
67fb97f1-88e9-46de-ad69-90f83fb7b96a,बियाहे के रसम कय व्यवस्था घरे वाले करा थें अव घरे मा जे-जे कमाय वाले रहा थें वे बियाहे कय पूरी खर्चा उठावा थें जेहमा लगभग लडकी कय या लडका कय बाप या फ़िर जे कमाय वाले भाय अहय य़ही मनई सब खर्चा उठावा थें थोर बहुत कबो-कबो रिश्तेदारव मदद कय दें थें ।
fd2f61a7-1740-418c-8458-b8cf15224fa4,हमरे समाज मा म्रित्यु के समय बहुत सारी रसम प्रचलिति अहयं जैसे कि जब जेहकय म्रित्यु होत है तव वोहका फ़िर दक्षिन की तरफ़ पैर कयके लेटाय दीन जात है अउर वोकरे बगल आग हमेशा सुलगत रहत है कण्डी जलाय के रख दीन जात है फ़िर वोकरे बाद फ़िर उनका जब जलावय या दफ़नावय लै जाय का रहत है तौ वोकरे पहिले उनका नहवाय धोवाय के नवा कपडा पहिनाय के कफ़न ऊपर लगाय दे थें फ़िर वोकरे बाद फ़ूल माला चढाय दें थें फ़िर बाँसे कय तक्थी तैयार करा थें जेहपय लेटाय दे थें अउर जे मरा रहा थय वोहकय दुनौ अँगूठा पैरे कय बाँध दें थे। जब उनका लै जा जलावय या दफ़नावय तब अंगूठा खोल दीन जात है फ़िर जब जलाय के लैके आवा थें तौ वोहके बाद कुछ दिन बाद सब आपन मूड मुडवावा थें तव फ़िर वोकरे बाद श्राद्ध होत है फ़िर मरे के तेरा दिन बाद तेरही होत है फ़िर वोकरे एक साल बाद बरसठी कीन जात है ।
525206be-c683-4a08-8c63-df8fa1992e5b,हमरे समाज मा इहय प्रचलिति अहय की मरा हुआ आदमी का लगभग गंगा जी नदी के पास लै जाय के उनके घाटे के किनारे या तो जलाय दे थें या तौ दफ़नाय दे थें तौ आधी रसम तौ हुँआ होय जात है फ़िर बाकी श्राद्ध तेरही सब घरे होत है ।
18504e08-d443-4026-a933-d78c258cedd5,जैसे की हमरे समाज मा जेतनी रसम होत है उनकय कुछ ना कुछ उद्देश्य होत है । यही बरे जब कहा जात है की भौतिक शरीर तौ खतम होय जात है लेकिन आत्मा कबॊ मरत नाही की यह म्रित्यु लोक मा आत्मा भटकय ना वोकरे बरे ढेर सारी रसम कीन जात है जैसे की गउदान कीन जात है फ़िर सुध या श्राद्ध कीन जात है फ़िर तेरही कीन जात है फ़िर बरखी कीन जात है एक साल बाद तौ यह सब रसम से कहा थे कि आत्मा का शान्ति मिलत है अउर मुक्ति मिलत है ।
3f357fb6-3d14-4ab3-9b83-91c6d8d4be4a,"म्रित्यु के रसम मा कुछ तौ विशेष न्योता जात है जैसे महाबाभन खवावा जात है तेरा ठी ब्राह्म्ण खवावा जात है वोकरे बाद तेरही मा सब का खवावा जात है सारे रिश्तेदार नात-बात,गाँव-पडोस सब का । म्रित्यु के रसम मा रसम के अनुसार दिशा निर्धारित कीन जात है जैसे की जब पिण्डा पारा जात है तव हुआं दक्षिन के दिशा मा मुँह कयके बैठाय दीन जात है बाकी सब काम रसम के अनुसार दिशा मा मुँह कयके बैठा जात है ।"
4b3339d1-4c01-4e68-875c-d1f06258ec75,म्रित्यु कय रसम क्षेत्र के अनुसार कउ बिधी कय अहय जैसे की कुछ जगह लाश का जलाये के बाद सर मुडवावा थें फ़िर सुध श्राद्ध करा थें वोकरे पहिले गरुण पुराण सुना थें फ़िर श्राध्द के बाद तेरही करा थें तेरही के बाद फ़िर बरखी करा थें वही सब खियाँ अलग-अलग तरीके से क्षेत्र जैसे बदल जात है तव हुआँ अलग -अलग विधी होय लागत है ।
03852798-8fcf-444b-ae88-7d64a23b6975,"म्रित्यु के रसम मा बहुत तरह कय समान लागत है जैसे की बहुत तरह कय लकडियय लागत है जैसे की आमें कय लकडी,खैरे कय लकडी,सेमी कय लकडी ,तेल कउ तरह कय सेंट,अगरबत्ती,धूपबत्ती,अउर पिण्डा पारय मा बहुत तरह कय अनाज,दूध,दही,अउर कुल्हड,मटका अउर एक ठी गउदान करय के बरे गाय यही सब सामान लागत है ।"
04f2ee72-1d9a-4c35-ab6f-5ac870f1e416,"म्रित्यु कय रसम पँडित जी करवावा थें वोहमा जे लाश का अग्नि देहे रहत है उहय सारी रसम पूरी करत है जौन जौन पंडित जी कहा थें वही वे वोहका करय का पडत है । म्रित्यु के रसम मा जौने दिन श्राद्ध या सुध होत है वही दिन तौ कच्चा खाना बनत है जेहमा दाल,चावल,रोटी,सब्जी,बरा ई सब बनत है लेकिन जब तेरही होत है अउर बरखी वोहमा पूडी सब्जी ई सब बनत है ।"
